"campus","method","survey_year","year","month","day","site","location","zone","transect","classcode","count","size","disease","depth","observer","notes","site_name_old"
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","1","STRPUR",1,4,NA,11.3,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","1","STRPUR",1,6,NA,11.3,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","1","STRPUR",1,5,NA,11.3,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","1","STRPUR",1,4,NA,11.3,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","1","STRPUR",1,5,NA,11.3,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","1","STRPUR",1,3,NA,11.3,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","1","STRPUR",1,4,NA,11.3,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","1","STRPUR",1,3,NA,11.3,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","1","STRPUR",1,3,NA,11.3,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","HALRUF",1,7,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,4,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,6,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,4,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,3,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,4,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,4,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,5,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,4,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,7,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,4,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,6,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,6,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,8,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,7,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,6,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,4,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,6,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,7,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,5,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,4,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,2,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,5,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,6,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,4,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,5,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,2,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,6,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,4,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,4,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,5,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,5,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,8,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,4,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,6,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","MID","2","STRPUR",1,6,NA,11,"NATALIE BOLLINGER",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_DC","RANDOM","OUTER","2","HALRUF",1,23,NA,20.1,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_UC","RANDOM","INNER","1","HALRUF",1,7,NA,4.9,"LIZ ATWOOD",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_UC","RANDOM","INNER","1","HALRUF",1,9,NA,4.9,"LIZ ATWOOD",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_UC","RANDOM","INNER","2","STRPUR",1,4,NA,5.5,"LIZ ATWOOD",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_UC","RANDOM","INNER","2","STRPUR",1,5,NA,5.5,"LIZ ATWOOD",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_UC","RANDOM","INNER","2","STRPUR",1,3,NA,5.5,"LIZ ATWOOD",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_UC","RANDOM","INNER","2","STRPUR",1,3,NA,5.5,"LIZ ATWOOD",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_UC","RANDOM","INNER","2","STRPUR",1,4,NA,5.5,"LIZ ATWOOD",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_UC","RANDOM","INNER","2","STRPUR",1,5,NA,5.5,"LIZ ATWOOD",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_UC","RANDOM","INNER","2","STRPUR",1,6,NA,5.5,"LIZ ATWOOD",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_UC","RANDOM","INNER","2","STRPUR",1,7,NA,5.5,"LIZ ATWOOD",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_UC","RANDOM","INNER","2","STRPUR",1,6,NA,5.5,"LIZ ATWOOD",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_UC","RANDOM","INNER","2","STRPUR",1,4,NA,5.5,"LIZ ATWOOD",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_UC","RANDOM","MID","1","HALRUF",1,4,NA,NA,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_UC","RANDOM","MID","1","HALRUF",1,6,NA,NA,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_UC","RANDOM","MID","2","HALWAL",1,10,NA,11,"MARK READDIE",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"BLUEFISH_UC","RANDOM","OUTER","1","HALWAL",1,6,NA,18.3,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"CAYUCOS_DC","RANDOM","OUTER","1","STRPUR",1,8,NA,NA,"HOWATT KING",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"CAYUCOS_UC","RANDOM","OUTER","2","HALSPP",1,15,NA,15.2,"KRISTEN KUSIC",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"CAYUCOS_UC","RANDOM","OUTER","2","MESFRA",1,6,NA,15.2,"KRISTEN KUSIC",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"CAYUCOS_UC","RANDOM","OUTER","2","STRPUR",1,10,NA,15.2,"KRISTEN KUSIC",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"ESALEN_DC","RANDOM","OUTER","2","HALRUF",1,18,NA,20,"CAROLINE ENGEL",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","INNER","1","STRPUR",2,2,NA,NA,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","INNER","1","STRPUR",2,2,NA,NA,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","INNER","1","STRPUR",1,4,NA,NA,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","INNER","1","STRPUR",1,4,NA,NA,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","INNER","1","STRPUR",1,5,NA,NA,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","INNER","2","STRPUR",1,5,NA,NA,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","INNER","2","STRPUR",1,4,NA,NA,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","INNER","2","STRPUR",1,4,NA,NA,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","INNER","2","STRPUR",1,2,NA,NA,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","INNER","2","STRPUR",1,5,NA,NA,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","INNER","2","STRPUR",1,6,NA,NA,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","INNER","2","STRPUR",1,5,NA,NA,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","INNER","2","STRPUR",4,2,NA,NA,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","MID","1","MESFRA",1,10,NA,10.7,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","MID","1","MESFRA",1,11,NA,10.7,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","MID","1","MESFRA",1,7,NA,10.7,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","MID","1","STRPUR",1,6,NA,10.7,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","MID","1","STRPUR",1,3,NA,10.7,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","MID","1","STRPUR",1,3,NA,10.7,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","MID","1","STRPUR",1,2,NA,10.7,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","MID","1","STRPUR",1,4,NA,10.7,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","MID","1","STRPUR",1,4,NA,10.7,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","MID","1","STRPUR",1,3,NA,10.7,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","MID","1","STRPUR",1,2,NA,10.7,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","MID","1","STRPUR",13,4,NA,10.7,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","MID","1","STRPUR",5,2,NA,10.7,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","MID","1","STRPUR",4,3,NA,10.7,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","MID","2","HALRUF",1,12,NA,NA,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","MID","2","STRPUR",5,2,NA,NA,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","MID","2","STRPUR",1,5,NA,NA,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","MID","2","STRPUR",1,4,NA,NA,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","MID","2","STRPUR",1,3,NA,NA,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_DC","RANDOM","OUTER","1","MESFRA",1,12,NA,12.2,"JAMIE BARLOW",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_UC","RANDOM","MID","2","STRPUR",1,5,NA,10.7,"PATRICK BERK",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_UC","RANDOM","MID","2","STRPUR",1,5,NA,10.7,"PATRICK BERK",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_UC","RANDOM","MID","2","STRPUR",3,7,NA,10.7,"PATRICK BERK",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_UC","RANDOM","MID","2","STRPUR",1,5,NA,10.7,"PATRICK BERK",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_UC","RANDOM","OUTER","1","STRPUR",2,8,NA,15.2,"PATRICK BERK",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_UC","RANDOM","OUTER","1","STRPUR",1,7,NA,15.2,"PATRICK BERK",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_UC","RANDOM","OUTER","2","STRPUR",1,5,NA,NA,"PATRICK BERK",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"HOPKINS_UC","RANDOM","OUTER","2","STRPUR",1,8,NA,NA,"PATRICK BERK",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"LA_CRUZ_DC","RANDOM","INNER","1","HALRUF",1,12,NA,7.6,"DON CANESTRO",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"LA_CRUZ_UC","RANDOM","OUTER","1","MESFRA",1,5,NA,NA,"RANDOLPH SKROVAN",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"LOPEZ_DC","RANDOM","MID","2","HALRUF",1,8,NA,12,"CAROLINE ENGEL",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"LOPEZ_DC","RANDOM","MID","2","HALRUF",1,15,NA,12,"CAROLINE ENGEL",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"LOPEZ_DC","RANDOM","MID","2","HALRUF",1,15,NA,12,"CAROLINE ENGEL",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"LOPEZ_DC","RANDOM","MID","2","HALRUF",1,20,NA,12,"CAROLINE ENGEL",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"MACABEE_DC","RANDOM","MID","1","HALRUF",1,6,NA,12.5,"ASHLEY LYMAN",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"MACABEE_DC","RANDOM","MID","1","HALRUF",1,9,NA,12.5,"ASHLEY LYMAN",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"MACABEE_DC","RANDOM","MID","1","HALRUF",1,12,NA,12.5,"ASHLEY LYMAN",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"MACABEE_DC","RANDOM","MID","1","HALRUF",1,14,NA,12.5,"ASHLEY LYMAN",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"MACABEE_DC","RANDOM","MID","2","HALRUF",1,6,NA,12.2,"ASHLEY LYMAN",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"MACABEE_DC","RANDOM","MID","2","HALRUF",1,12,NA,12.2,"ASHLEY LYMAN",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"MACABEE_DC","RANDOM","MID","2","HALRUF",1,13,NA,12.2,"ASHLEY LYMAN",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"MACABEE_UC","RANDOM","OUTER","1","HALRUF",1,11,NA,12.5,"ASHLEY LYMAN",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"MACABEE_UC","RANDOM","OUTER","1","HALRUF",1,7,NA,12.5,"ASHLEY LYMAN",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"MACABEE_UC","RANDOM","OUTER","1","HALRUF",1,10,NA,12.5,"ASHLEY LYMAN",NA,NA
"UCSC","SBTL_ROVINGDIVERSIZEFREQ",2003,2003,7,13,"MACABEE_UC","RANDOM","OUTER","1","HALRUF",1,8,NA,12.5,"ASHLEY LYMAN",NA,NA
